customer_id,gender,age,city,signup_date,loyalty_member
C1158,Male,19,Nottingham,2022-02-21,Yes
C1159,Female,21,Manchester,2022-04-19,No
C1160,Male,63,Nottingham,2023-02-06,No
C1161,Female,30,Manchester,2022-11-16,No
C1162,Male,23,Nottingham,2023-08-05,Yes
C1163,Female,61,Nottingham,2023-04-12,No
C1164,Male,27,Liverpool,2022-08-26,No
C1165,Male,62,Bristol,2023-02-06,No
C1166,Female,19,Manchester,2023-04-10,No
C1167,Female,48,Nottingham,2022-04-26,Yes
C1168,Female,56,Birmingham,2022-10-17,Yes
C1169,Male,38,Manchester,2023-02-20,No
C1170,Female,43,Sheffield,2023-06-30,Yes
C1171,Male,53,Birmingham,2023-09-28,No
C1172,Male,39,Leeds,2023-01-29,No
C1173,Female,52,Leeds,2023-03-22,Yes
C1174,Male,65,Nottingham,2023-11-10,Yes
C1175,Female,38,Manchester,2023-08-30,No
C1176,Female,43,Manchester,2022-06-30,Yes
C1177,Female,38,Nottingham,2023-09-03,Yes
C1178,Male,26,London,2022-04-03,Yes
C1179,Male,46,Liverpool,2023-11-08,No
C1180,Female,30,Leeds,2023-09-23,No
C1181,Female,45,Bristol,2022-11-03,Yes
C1182,Male,57,Sheffield,2023-08-20,Yes
C1183,Male,41,London,2022-10-29,Yes
C1184,Female,25,Liverpool,2023-07-28,Yes
C1185,Female,62,Sheffield,2022-08-29,No
C1186,Female,42,Sheffield,2023-01-27,Yes
C1187,Male,48,Birmingham,2023-11-10,Yes
C1188,Female,41,Sheffield,2023-07-23,Yes
C1189,Male,26,London,2022-10-23,Yes
C1190,Male,27,Nottingham,2023-10-26,No
C1191,Male,26,Sheffield,2022-05-20,No
C1192,Female,57,Birmingham,2023-09-11,No
C1193,Female,53,Nottingham,2023-06-06,No
C1194,Male,29,Sheffield,2022-12-30,Yes
C1195,Female,64,Leeds,2023-08-15,No
C1196,Female,20,London,2023-02-25,No
C1197,Male,55,Nottingham,2023-01-13,Yes
C1198,Female,47,Manchester,2022-05-26,Yes
C1199,Female,58,Manchester,2022-09-09,No
C1200,Male,39,London,2023-09-20,No
