order_id,customer_id,product_id,order_date,quantity,payment_method
O01196,C0991,P049,2023-02-04,4,Online
O01197,C0370,P074,2023-12-04,5,Online
O01198,C0531,P017,2023-09-27,3,Online
O01199,C1190,P045,2024-05-04,5,Online
O01200,C0827,P009,2024-02-29,1,Card
O01201,C0326,P030,2024-03-12,1,Online
O01202,C1023,P061,2023-02-24,3,Card
O01203,C0485,P014,2024-01-31,2,Online
O01204,C0787,P054,2024-04-01,1,Card
O01205,C0513,P015,2023-11-10,1,Online
O01206,C0905,P048,2023-02-07,5,Online
O01207,C0061,P023,2024-03-06,3,Card
O01208,C0921,P049,2023-12-24,2,Online
O01209,C1140,P026,2023-10-21,2,Cash
O01210,C0897,P037,2023-09-09,2,Card
O01211,C0332,P056,2024-01-15,5,Card
O01212,C1193,P004,2023-02-14,1,Card
O01213,C0288,P001,2023-01-18,3,Cash
O01214,C1120,P010,2023-10-18,3,Card
O01215,C1082,P064,2023-12-16,2,Card
O01216,C0971,P065,2023-10-20,3,Cash
O01217,C1145,P018,2023-11-13,1,Cash
O01218,C0771,P010,2023-08-07,5,Card
O01219,C1060,P039,2023-03-07,1,Card
O01220,C0473,P007,2023-09-13,5,Online
O01221,C0047,P029,2023-06-19,3,Cash
O01222,C0733,P009,2023-07-19,2,Cash
O01223,C1095,P074,2023-02-08,2,Online
O01224,C1025,P040,2024-04-22,4,Online
O01225,C1119,P015,2023-01-30,5,Cash
O01226,C0539,P004,2024-04-24,1,Cash
O01227,C0535,P026,2023-08-04,3,Card
O01228,C0419,P071,2023-03-13,3,Online
O01229,C0128,P031,2024-04-12,4,Card
O01230,C1155,P079,2024-02-17,1,Cash
O01231,C0853,P077,2023-02-06,5,Card
O01232,C1130,P062,2024-03-30,2,Cash
O01233,C0086,P014,2024-01-06,1,Cash
O01234,C0462,P045,2023-09-17,4,Cash
O01235,C0467,P003,2023-06-05,1,Card
O01236,C0402,P069,2024-02-01,5,Cash
O01237,C0038,P071,2023-12-16,4,Card
O01238,C0773,P017,2023-07-18,4,Online
O01239,C1126,P018,2023-08-07,1,Cash
O01240,C0754,P046,2023-03-02,2,Cash
O01241,C0119,P031,2023-08-12,2,Card
O01242,C0021,P030,2023-10-29,4,Online
O01243,C1099,P073,2024-01-21,1,Card
O01244,C0512,P008,2024-03-23,1,Card
O01245,C0899,P024,2023-03-06,3,Card
O01246,C0717,P078,2023-06-10,2,Cash
O01247,C0815,P062,2023-03-08,1,Online
O01248,C0157,P033,2023-02-09,5,Card
O01249,C0732,P029,2023-09-11,4,Online
O01250,C0752,P071,2023-06-04,3,Online
O01251,C1079,P035,2023-05-06,3,Online
O01252,C1032,P014,2023-10-05,1,Cash
O01253,C0842,P080,2024-04-06,4,Cash
O01254,C0417,P018,2023-02-10,5,Card
O01255,C1133,P027,2023-06-06,1,Cash
O01256,C0291,P005,2024-01-07,2,Online
O01257,C0930,P015,2023-08-14,1,Cash
O01258,C0070,P035,2024-03-04,3,Online
O01259,C0616,P011,2023-07-16,1,Cash
O01260,C0787,P064,2024-03-13,1,Cash
O01261,C0910,P006,2023-07-16,2,Card
O01262,C0378,P056,2023-07-14,5,Card
O01263,C0625,P005,2023-12-05,5,Cash
O01264,C0054,P078,2024-04-24,3,Cash
O01265,C0444,P004,2024-02-19,3,Online
O01266,C0889,P055,2024-02-29,1,Card
O01267,C0795,P037,2023-10-11,5,Cash
O01268,C1173,P073,2023-08-06,5,Cash
O01269,C0781,P060,2023-03-25,2,Card
O01270,C0032,P036,2024-04-09,3,Card
O01271,C1112,P038,2023-05-08,3,Online
O01272,C0080,P079,2023-07-22,3,Cash
O01273,C0514,P078,2023-05-18,1,Card
O01274,C1165,P042,2023-06-07,3,Card
O01275,C0948,P003,2023-08-16,4,Card
O01276,C0076,P046,2023-08-27,4,Online
O01277,C1140,P028,2024-03-08,4,Card
O01278,C0163,P036,2023-10-24,5,Online
O01279,C0132,P057,2023-06-10,2,Cash
O01280,C0566,P034,2024-01-28,4,Card
O01281,C0358,P019,2023-04-27,5,Online
O01282,C0477,P015,2023-01-26,1,Card
O01283,C1038,P057,2023-12-17,5,Cash
O01284,C1134,P030,2023-01-22,1,Online
O01285,C0528,P003,2023-05-13,3,Online
O01286,C0092,P077,2024-01-03,2,Cash
O01287,C0159,P065,2023-02-25,4,Card
O01288,C0159,P031,2023-09-19,2,Cash
O01289,C0761,P054,2023-10-20,1,Online
O01290,C0580,P019,2023-08-07,1,Cash
O01291,C0738,P043,2023-11-07,4,Online
O01292,C0964,P038,2023-07-11,5,Card
O01293,C0755,P006,2023-03-24,3,Card
O01294,C0053,P014,2024-04-11,5,Card
O01295,C0642,P066,2024-02-18,5,Online
O01296,C0705,P028,2023-12-31,4,Online
O01297,C0308,P049,2023-01-17,1,Card
O01298,C0460,P073,2024-05-05,5,Online
O01299,C1123,P054,2023-11-19,5,Online
O01300,C1081,P007,2023-03-04,5,Cash
O01301,C1075,P067,2023-12-04,4,Cash
O01302,C0400,P074,2023-05-18,3,Card
O01303,C0498,P047,2023-06-18,2,Cash
O01304,C0237,P031,2023-06-11,4,Online
O01305,C0840,P047,2024-05-05,1,Cash
O01306,C1036,P010,2023-10-14,3,Online
O01307,C0472,P058,2023-09-05,4,Card
O01308,C0257,P069,2023-10-19,2,Cash
O01309,C1198,P018,2023-12-12,5,Cash
O01310,C0588,P044,2024-02-12,3,Card
O01311,C0837,P054,2023-02-11,5,Card
O01312,C1013,P026,2023-10-22,2,Cash
O01313,C0342,P016,2023-01-08,4,Cash
O01314,C1136,P061,2024-01-27,1,Card
O01315,C0070,P056,2024-03-21,1,Online
O01316,C0150,P017,2023-03-27,5,Online
O01317,C0795,P055,2024-04-15,3,Card
O01318,C1141,P031,2023-07-25,3,Card
O01319,C0690,P076,2023-06-22,5,Online
O01320,C0093,P010,2023-02-25,3,Cash
O01321,C0838,P058,2024-04-11,4,Cash
O01322,C0978,P018,2024-01-23,2,Online
O01323,C1044,P011,2024-01-28,2,Card
O01324,C0758,P059,2023-10-31,4,Cash
O01325,C0362,P066,2023-08-13,5,Cash
O01326,C0199,P030,2024-04-28,3,Cash
O01327,C0099,P073,2023-06-24,5,Online
O01328,C1041,P055,2023-10-24,3,Cash
O01329,C0653,P023,2023-07-16,2,Card
O01330,C0432,P056,2024-02-21,5,Cash
O01331,C0644,P013,2023-10-22,3,Cash
O01332,C0243,P037,2023-03-26,3,Cash
O01333,C0459,P022,2023-08-13,3,Cash
O01334,C0218,P030,2023-11-07,3,Card
O01335,C0424,P071,2023-02-19,5,Card
O01336,C0082,P070,2023-01-15,5,Card
O01337,C1001,P004,2023-01-04,3,Card
O01338,C1170,P055,2023-05-25,4,Online
O01339,C0930,P038,2023-03-06,1,Online
O01340,C0246,P057,2023-12-28,4,Cash
O01341,C0178,P018,2023-05-15,3,Online
O01342,C0239,P046,2023-12-09,1,Online
O01343,C0456,P010,2024-02-11,3,Card
O01344,C0687,P036,2023-09-17,4,Online
O01345,C1051,P010,2024-01-12,3,Card
O01346,C0206,P067,2023-08-10,3,Card
O01347,C1144,P005,2024-03-06,1,Card
O01348,C0771,P029,2023-03-12,2,Cash
O01349,C0311,P063,2023-08-29,2,Online
O01350,C0579,P017,2023-09-12,2,Online
O01351,C0182,P067,2024-03-24,2,Card
O01352,C0138,P063,2023-08-11,5,Online
O01353,C0365,P005,2023-04-17,4,Online
O01354,C0779,P075,2023-05-15,2,Online
O01355,C0992,P068,2023-06-28,2,Cash
O01356,C0475,P038,2024-03-06,4,Cash
O01357,C0804,P077,2024-02-12,3,Online
O01358,C0606,P013,2023-09-04,2,Card
O01359,C0589,P054,2024-05-08,4,Cash
O01360,C0871,P015,2023-05-07,2,Cash
O01361,C0654,P015,2024-05-04,3,Online
O01362,C0263,P062,2023-07-23,4,Online
O01363,C0481,P004,2023-07-30,3,Cash
O01364,C0441,P053,2023-09-17,1,Online
O01365,C0662,P034,2024-01-31,3,Cash
O01366,C0906,P055,2023-07-20,4,Cash
O01367,C0112,P035,2024-04-12,4,Online
O01368,C0696,P006,2023-04-23,3,Cash
O01369,C0454,P074,2023-07-29,2,Online
O01370,C0226,P079,2023-04-16,5,Cash
O01371,C1106,P003,2023-03-08,1,Cash
O01372,C0683,P046,2023-02-16,5,Card
O01373,C0101,P067,2023-12-02,2,Cash
O01374,C0407,P021,2023-10-02,5,Cash
O01375,C0470,P038,2024-03-16,2,Cash
O01376,C0847,P028,2023-06-19,5,Online
O01377,C0028,P005,2023-05-08,1,Online
O01378,C1028,P051,2023-02-22,4,Card
O01379,C0580,P039,2023-03-22,1,Card
O01380,C0507,P005,2023-11-20,3,Online
O01381,C0774,P052,2023-03-05,2,Online
O01382,C0553,P011,2024-03-24,1,Card
O01383,C0851,P003,2023-09-16,1,Online
O01384,C1110,P078,2024-03-01,2,Card
O01385,C0802,P025,2024-01-12,5,Cash
O01386,C0663,P055,2024-02-06,5,Online
O01387,C0619,P036,2023-01-12,4,Card
O01388,C0542,P074,2023-02-21,4,Cash
O01389,C0880,P012,2023-05-30,2,Cash
O01390,C0571,P062,2023-10-15,3,Online
O01391,C1038,P032,2023-10-01,4,Card
O01392,C0807,P048,2023-09-12,5,Online
O01393,C0927,P029,2023-02-25,5,Card
O01394,C0476,P058,2023-07-23,3,Cash
O01395,C0224,P040,2023-10-16,3,Card
O01396,C0172,P013,2024-02-19,5,Card
O01397,C1004,P076,2023-04-17,2,Card
O01398,C0826,P079,2023-03-14,4,Online
O01399,C1161,P030,2024-01-06,1,Cash
O01400,C0844,P040,2023-05-10,3,Card
O01401,C0659,P073,2023-01-19,5,Cash
O01402,C0012,P035,2024-03-22,2,Online
O01403,C1001,P070,2024-02-11,4,Cash
O01404,C0483,P042,2024-05-06,4,Online
O01405,C1054,P072,2023-09-05,1,Card
O01406,C0159,P049,2023-08-06,2,Card
O01407,C1065,P016,2023-03-24,2,Card
O01408,C0233,P005,2023-08-13,4,Cash
O01409,C1075,P063,2023-03-29,2,Online
O01410,C1121,P054,2024-03-23,4,Card
O01411,C0241,P056,2023-06-01,3,Online
O01412,C0556,P067,2024-04-17,3,Online
O01413,C0762,P073,2024-03-31,2,Card
O01414,C1072,P027,2023-05-29,5,Online
O01415,C1064,P078,2023-07-10,3,Cash
O01416,C0432,P043,2023-08-25,2,Card
O01417,C0971,P002,2023-09-26,3,Cash
O01418,C0308,P061,2023-04-02,1,Card
O01419,C0385,P026,2023-06-09,1,Online
O01420,C0678,P013,2023-08-23,1,Online
O01421,C0321,P009,2023-08-28,3,Online
O01422,C0463,P045,2023-10-14,1,Card
O01423,C0583,P055,2023-05-21,5,Online
O01424,C0753,P080,2023-06-06,4,Cash
O01425,C1109,P026,2023-10-15,1,Online
O01426,C0211,P028,2023-03-20,3,Card
O01427,C1155,P014,2023-05-15,2,Online
O01428,C0785,P043,2023-10-28,5,Online
O01429,C0568,P079,2023-11-06,4,Card
O01430,C0006,P030,2023-03-28,2,Card
O01431,C0301,P019,2024-04-20,2,Cash
O01432,C0001,P042,2024-03-23,1,Card
O01433,C1048,P057,2023-03-12,4,Online
O01434,C0670,P039,2023-08-30,5,Card
O01435,C1148,P051,2023-05-04,4,Cash
O01436,C0972,P046,2023-12-28,3,Online
O01437,C1087,P011,2023-06-12,5,Card
O01438,C0341,P036,2024-05-04,2,Cash
O01439,C0905,P063,2023-10-14,3,Online
O01440,C1143,P056,2023-03-03,3,Card
O01441,C0749,P060,2023-01-13,3,Online
O01442,C0438,P079,2023-08-06,5,Card
O01443,C0767,P023,2023-07-15,1,Card
O01444,C0740,P068,2023-08-15,2,Card
O01445,C0636,P043,2023-10-28,1,Cash
O01446,C0520,P065,2024-04-13,1,Online
O01447,C0069,P036,2023-05-20,4,Cash
O01448,C0519,P036,2023-01-23,1,Online
O01449,C0063,P061,2024-02-26,5,Online
O01450,C1005,P023,2023-08-21,4,Online
O01451,C1118,P014,2024-03-23,1,Cash
O01452,C0314,P023,2023-01-15,2,Card
O01453,C0245,P008,2023-08-03,4,Online
O01454,C0128,P041,2023-12-30,1,Online
O01455,C0398,P079,2023-05-23,1,Cash
O01456,C0649,P022,2024-03-04,5,Online
O01457,C0751,P067,2024-04-28,1,Online
O01458,C0853,P008,2023-07-26,1,Card
O01459,C1028,P019,2024-02-27,3,Card
O01460,C0909,P006,2023-03-30,3,Online
O01461,C1036,P053,2023-04-12,2,Online
O01462,C0007,P040,2024-01-18,3,Online
O01463,C0242,P044,2023-06-29,4,Online
O01464,C0177,P073,2024-03-04,4,Card
O01465,C0186,P024,2023-03-01,1,Card
O01466,C0042,P022,2023-06-12,1,Card
O01467,C0768,P059,2023-11-23,1,Online
O01468,C0506,P040,2024-04-27,2,Online
O01469,C0272,P040,2024-01-22,1,Cash
O01470,C0588,P023,2023-12-28,3,Card
O01471,C0647,P053,2023-10-17,2,Card
O01472,C0409,P023,2023-05-20,3,Cash
O01473,C0901,P034,2023-12-24,1,Cash
O01474,C1186,P047,2023-07-01,3,Online
O01475,C0921,P022,2023-09-25,1,Online
O01476,C0319,P069,2023-07-17,5,Card
O01477,C0889,P045,2023-12-26,3,Card
O01478,C1032,P071,2023-06-25,3,Card
O01479,C0432,P034,2023-09-20,2,Cash
O01480,C0065,P015,2023-05-14,5,Online
O01481,C0382,P061,2023-11-20,2,Cash
O01482,C0662,P048,2023-10-28,5,Cash
O01483,C0070,P042,2023-12-04,1,Online
O01484,C0017,P021,2023-07-03,4,Cash
O01485,C0690,P013,2023-06-21,2,Cash
O01486,C0334,P060,2023-06-06,5,Card
O01487,C0045,P057,2024-01-21,5,Cash
O01488,C1180,P056,2023-10-31,4,Cash
O01489,C0499,P033,2024-03-03,3,Online
O01490,C0989,P052,2023-06-22,3,Card
O01491,C0480,P065,2024-05-12,1,Cash
O01492,C0552,P074,2023-08-07,4,Online
O01493,C0336,P066,2023-01-15,2,Cash
O01494,C1074,P026,2024-03-29,5,Card
O01495,C0683,P007,2023-03-08,1,Cash
O01496,C0290,P045,2024-02-10,4,Cash
O01497,C0944,P001,2023-03-26,2,Card
O01498,C0353,P039,2024-03-28,3,Card
O01499,C0484,P027,2023-04-05,4,Card
O01500,C0502,P020,2024-01-06,5,Cash
O01501,C0978,P021,2023-01-03,3,Card
O01502,C1127,P051,2023-08-30,2,Cash
O01503,C0771,P060,2023-12-09,2,Card
O01504,C0264,P041,2023-07-18,2,Cash
O01505,C0670,P037,2024-01-31,4,Online
O01506,C1094,P010,2023-07-21,3,Cash
O01507,C0056,P029,2023-12-09,5,Card
O01508,C0482,P048,2024-01-29,3,Cash
O01509,C0004,P079,2023-09-14,5,Cash
O01510,C0159,P030,2024-04-13,2,Cash
O01511,C0091,P028,2023-04-07,3,Cash
O01512,C0696,P050,2023-02-17,2,Cash
O01513,C0584,P040,2023-03-19,4,Online
O01514,C0985,P005,2024-02-25,3,Cash
O01515,C0335,P051,2023-04-02,5,Card
O01516,C0170,P045,2023-08-27,1,Online
O01517,C0829,P002,2024-03-17,2,Cash
O01518,C1177,P065,2023-03-07,4,Online
O01519,C0024,P063,2023-08-21,4,Cash
O01520,C0112,P039,2024-01-30,4,Cash
O01521,C0238,P078,2024-01-15,4,Online
O01522,C0970,P043,2023-07-10,5,Cash
O01523,C0367,P055,2023-02-27,5,Cash
O01524,C0164,P020,2024-03-21,1,Cash
O01525,C0529,P026,2024-04-30,5,Online
O01526,C0932,P056,2024-01-08,1,Cash
O01527,C0082,P016,2023-05-25,4,Cash
O01528,C0103,P077,2023-07-07,3,Cash
O01529,C0692,P038,2023-08-06,1,Online
O01530,C0367,P038,2023-05-17,3,Cash
O01531,C0915,P042,2023-01-09,3,Online
O01532,C0229,P046,2023-01-19,1,Online
O01533,C0812,P032,2024-01-14,2,Card
O01534,C0194,P017,2023-10-01,2,Online
O01535,C0883,P036,2023-09-10,3,Cash
O01536,C0500,P068,2023-12-19,5,Cash
O01537,C0157,P042,2023-01-21,3,Card
O01538,C0208,P049,2023-03-17,5,Online
O01539,C0692,P039,2023-02-10,4,Cash
O01540,C0377,P033,2023-01-12,1,Cash
O01541,C0239,P025,2024-05-09,5,Cash
O01542,C1053,P070,2023-06-05,2,Online
O01543,C0101,P048,2024-02-14,5,Cash
O01544,C0895,P036,2023-04-21,2,Cash
O01545,C0094,P078,2023-09-14,4,Card
O01546,C0584,P035,2023-12-14,1,Cash
O01547,C0039,P054,2023-04-17,2,Cash
O01548,C0948,P077,2023-05-17,3,Card
O01549,C0461,P003,2023-04-24,3,Card
O01550,C0590,P078,2023-02-02,4,Online
O01551,C0674,P070,2023-08-04,4,Cash
O01552,C1143,P002,2024-04-21,3,Cash
O01553,C0710,P057,2023-06-13,2,Cash
O01554,C1022,P027,2024-03-13,5,Online
O01555,C0799,P033,2023-03-29,4,Card
O01556,C1171,P011,2023-12-05,4,Online
O01557,C0171,P027,2023-06-26,5,Cash
O01558,C0598,P041,2023-06-05,4,Online
O01559,C0061,P020,2023-08-28,5,Online
O01560,C0721,P073,2023-03-27,4,Cash
O01561,C0048,P037,2024-01-27,5,Online
O01562,C0481,P049,2023-09-09,5,Card
O01563,C0253,P013,2023-07-13,4,Card
O01564,C0227,P074,2023-04-19,3,Card
O01565,C0326,P052,2024-03-18,5,Cash
O01566,C0446,P054,2023-06-30,5,Cash
O01567,C0744,P014,2023-06-13,3,Online
O01568,C1091,P051,2023-10-02,2,Cash
O01569,C0951,P037,2023-09-11,4,Card
O01570,C0364,P052,2024-04-18,3,Card
O01571,C0685,P060,2023-09-30,2,Online
O01572,C0202,P050,2024-04-09,5,Online
O01573,C0857,P053,2023-08-03,2,Online
O01574,C0460,P018,2023-01-15,5,Online
O01575,C0165,P077,2023-09-15,5,Online
O01576,C0047,P042,2023-07-29,5,Card
O01577,C1166,P061,2023-03-27,1,Cash
O01578,C0798,P071,2023-01-12,5,Card
O01579,C0331,P059,2024-03-11,3,Online
O01580,C0491,P023,2024-03-23,4,Online
O01581,C0410,P042,2024-04-16,2,Cash
O01582,C0064,P027,2023-02-03,5,Cash
O01583,C0502,P078,2023-08-24,4,Card
O01584,C0363,P060,2024-02-12,5,Online
O01585,C0679,P021,2023-02-26,2,Cash
O01586,C0144,P001,2024-01-05,1,Online
O01587,C0833,P067,2023-12-13,4,Cash
O01588,C0855,P034,2023-02-06,5,Card
O01589,C1094,P004,2024-01-02,4,Cash
O01590,C0123,P038,2024-02-28,4,Online
O01591,C0082,P047,2024-01-29,4,Online
O01592,C1048,P057,2024-04-19,4,Card
O01593,C0299,P034,2023-02-23,5,Card
O01594,C0347,P047,2024-01-05,4,Online
O01595,C0291,P032,2023-06-23,4,Card
O01596,C0199,P043,2023-05-16,1,Cash
O01597,C1007,P032,2024-04-05,3,Cash
O01598,C0911,P043,2023-06-01,4,Online
O01599,C1164,P036,2023-05-13,5,Card
O01600,C0287,P019,2024-01-25,5,Cash
O01601,C0453,P048,2023-01-14,5,Cash
O01602,C0597,P040,2024-01-01,2,Online
O01603,C0625,P061,2023-11-21,4,Online
O01604,C0317,P017,2023-05-31,2,Online
O01605,C0787,P033,2023-05-30,2,Card
O01606,C0434,P075,2024-03-11,3,Card
O01607,C0025,P034,2023-10-27,3,Online
O01608,C1059,P052,2023-09-18,4,Online
O01609,C0349,P045,2024-04-05,2,Online
O01610,C1027,P041,2024-03-12,5,Cash
O01611,C0994,P022,2023-07-13,5,Cash
O01612,C0992,P049,2023-03-31,1,Online
O01613,C0133,P044,2024-04-29,2,Cash
O01614,C0460,P020,2023-04-16,3,Online
O01615,C0245,P026,2024-02-03,3,Cash
O01616,C1167,P002,2023-08-24,5,Card
O01617,C0415,P047,2024-01-15,1,Cash
O01618,C0203,P043,2023-11-17,5,Card
O01619,C1134,P069,2023-05-19,5,Card
O01620,C0115,P058,2024-05-11,5,Online
O01621,C0502,P033,2023-05-07,2,Online
O01622,C0502,P030,2024-04-24,4,Card
O01623,C0545,P071,2023-01-21,3,Card
O01624,C0390,P009,2024-01-16,2,Online
O01625,C0125,P027,2023-06-05,2,Card
O01626,C1191,P062,2023-10-27,4,Card
O01627,C0105,P041,2023-10-02,1,Card
O01628,C0239,P057,2023-09-02,1,Cash
O01629,C0205,P070,2023-04-12,5,Card
O01630,C0998,P039,2023-11-03,5,Card
O01631,C0881,P015,2023-10-25,4,Online
O01632,C0935,P001,2023-04-10,3,Cash
O01633,C0555,P064,2023-11-04,2,Cash
O01634,C0990,P066,2023-09-17,3,Online
O01635,C0542,P069,2023-06-03,2,Cash
O01636,C1150,P065,2023-05-21,3,Online
O01637,C0229,P024,2023-08-14,4,Card
O01638,C1044,P061,2023-06-13,4,Card
O01639,C0135,P056,2023-04-02,3,Card
O01640,C0908,P044,2024-04-18,5,Card
O01641,C0223,P030,2023-04-10,2,Cash
O01642,C0626,P041,2023-09-14,5,Cash
O01643,C0615,P079,2023-02-22,2,Online
O01644,C0317,P042,2023-12-11,2,Card
O01645,C0812,P022,2024-01-28,2,Online
O01646,C0322,P042,2023-12-06,5,Cash
O01647,C0854,P035,2023-12-01,2,Cash
O01648,C0622,P048,2023-08-30,2,Cash
O01649,C0725,P041,2023-06-20,4,Cash
O01650,C1154,P051,2023-08-06,4,Card
O01651,C0828,P008,2024-01-26,4,Cash
O01652,C0287,P059,2023-11-27,3,Card
O01653,C0415,P027,2024-02-24,3,Cash
O01654,C0765,P004,2024-03-02,3,Cash
O01655,C0784,P042,2024-02-09,5,Online
O01656,C0409,P028,2024-01-14,5,Online
O01657,C0562,P014,2023-08-14,1,Card
O01658,C0667,P062,2023-03-24,5,Cash
O01659,C0095,P050,2024-05-02,4,Card
O01660,C0769,P008,2023-05-24,1,Card
O01661,C0702,P036,2023-11-24,5,Cash
O01662,C0583,P015,2023-08-13,4,Card
O01663,C0152,P042,2024-03-26,4,Card
O01664,C0309,P076,2024-03-23,3,Online
O01665,C1151,P012,2023-04-13,4,Card
O01666,C1173,P070,2023-06-17,3,Online
O01667,C0597,P003,2023-09-29,2,Card
O01668,C0643,P047,2024-03-21,4,Online
O01669,C0440,P024,2024-03-28,3,Cash
O01670,C0944,P047,2023-04-27,3,Card
O01671,C0531,P033,2023-12-13,5,Online
O01672,C0048,P018,2024-04-22,1,Online
O01673,C0876,P051,2023-07-30,4,Card
O01674,C1083,P008,2024-03-01,5,Cash
O01675,C1159,P056,2023-01-09,1,Online
O01676,C0670,P069,2024-03-23,4,Cash
O01677,C0684,P009,2023-10-22,1,Online
O01678,C1144,P015,2023-02-17,5,Card
O01679,C1052,P012,2024-02-13,5,Cash
O01680,C0391,P010,2023-11-09,4,Cash
O01681,C0925,P020,2023-08-27,3,Card
O01682,C1179,P044,2023-04-04,4,Online
O01683,C0886,P003,2024-02-04,4,Online
O01684,C0014,P080,2023-05-31,4,Card
O01685,C0462,P042,2023-01-05,4,Card
O01686,C0457,P075,2023-05-13,3,Online
O01687,C0411,P074,2023-08-23,3,Online
O01688,C1182,P020,2024-03-20,2,Card
O01689,C0632,P024,2023-04-16,1,Card
O01690,C0081,P017,2023-10-01,5,Cash
O01691,C0142,P042,2024-05-03,3,Card
O01692,C0428,P026,2023-12-03,3,Card
O01693,C0556,P030,2023-08-06,2,Cash
O01694,C0282,P057,2023-01-14,1,Cash
O01695,C0910,P027,2023-01-14,4,Card
O01696,C0899,P052,2023-08-17,2,Card
O01697,C0780,P076,2024-01-30,1,Card
O01698,C0359,P065,2024-05-11,5,Online
O01699,C0250,P021,2023-09-22,2,Card
O01700,C1002,P078,2024-04-26,3,Online
O01701,C0851,P025,2023-06-12,2,Card
O01702,C1039,P047,2024-02-14,4,Cash
O01703,C0230,P059,2023-09-18,1,Card
O01704,C0861,P052,2023-07-14,1,Cash
O01705,C0635,P009,2023-07-04,4,Online
O01706,C0470,P011,2023-06-03,4,Cash
O01707,C0563,P042,2023-01-09,1,Card
O01708,C0510,P023,2024-03-09,5,Card
O01709,C1063,P020,2023-03-07,2,Online
O01710,C0080,P008,2023-08-29,5,Card
O01711,C0601,P048,2024-03-19,5,Cash
O01712,C0323,P054,2024-02-26,2,Card
O01713,C1063,P020,2024-04-24,2,Cash
O01714,C0225,P021,2024-03-26,1,Cash
O01715,C0627,P052,2023-04-15,3,Cash
O01716,C0658,P004,2023-11-15,1,Cash
O01717,C0964,P005,2023-01-15,2,Cash
O01718,C1105,P049,2023-01-24,5,Online
O01719,C0348,P021,2023-09-26,1,Card
O01720,C0457,P012,2023-06-28,4,Card
O01721,C0975,P060,2023-02-27,4,Online
O01722,C0276,P078,2023-08-14,1,Cash
O01723,C0962,P033,2023-09-01,2,Cash
O01724,C1106,P047,2023-12-03,5,Online
O01725,C0198,P062,2024-01-02,4,Online
O01726,C1170,P026,2024-03-01,2,Card
O01727,C0266,P019,2023-09-21,2,Online
O01728,C0195,P052,2023-02-12,3,Online
O01729,C0512,P029,2023-02-23,3,Card
O01730,C0617,P043,2024-01-09,4,Online
O01731,C1065,P067,2023-10-30,5,Cash
O01732,C0270,P042,2024-01-25,4,Cash
O01733,C0298,P075,2023-12-05,1,Online
O01734,C0789,P007,2024-04-08,2,Card
O01735,C0293,P005,2023-01-08,2,Card
O01736,C0661,P002,2023-07-23,5,Cash
O01737,C0705,P025,2023-09-05,5,Cash
O01738,C0440,P059,2023-08-20,5,Cash
O01739,C0901,P016,2023-10-07,3,Online
O01740,C1054,P044,2024-01-29,3,Card
O01741,C0699,P063,2023-05-11,5,Cash
O01742,C0198,P044,2023-12-06,5,Cash
O01743,C0749,P055,2023-02-02,1,Online
O01744,C0194,P030,2023-03-06,4,Card
O01745,C1128,P038,2023-03-03,2,Cash
O01746,C0927,P056,2023-06-07,5,Card
O01747,C1034,P024,2024-05-09,4,Online
O01748,C0291,P029,2023-04-10,1,Card
O01749,C0725,P068,2024-01-11,5,Card
O01750,C1087,P068,2023-10-16,1,Online
O01751,C1105,P030,2023-07-05,5,Card
O01752,C0326,P013,2023-07-11,2,Online
O01753,C0464,P020,2023-11-21,5,Online
O01754,C0415,P036,2023-08-06,1,Cash
O01755,C0799,P067,2023-06-01,4,Cash
O01756,C0660,P018,2023-08-28,3,Card
O01757,C0515,P072,2023-02-08,3,Card
O01758,C0137,P008,2024-04-17,4,Card
O01759,C0985,P021,2023-03-15,2,Cash
O01760,C0327,P054,2024-02-07,4,Online
O01761,C0510,P045,2023-04-10,1,Card
O01762,C0566,P018,2024-05-08,4,Card
O01763,C1200,P020,2024-01-07,2,Cash
O01764,C0565,P042,2023-03-14,1,Online
O01765,C1067,P040,2023-03-02,5,Card
O01766,C0965,P030,2024-01-31,4,Cash
O01767,C0256,P070,2024-02-25,5,Cash
O01768,C0145,P044,2023-03-20,3,Card
O01769,C0524,P015,2023-07-15,4,Cash
O01770,C0345,P063,2023-10-27,3,Card
O01771,C0212,P012,2023-09-25,5,Online
O01772,C0743,P031,2024-03-18,4,Online
O01773,C0886,P054,2024-05-08,1,Online
O01774,C0574,P036,2023-02-23,3,Online
O01775,C0674,P054,2023-09-18,3,Cash
O01776,C0027,P013,2023-02-12,4,Card
O01777,C1014,P029,2023-10-27,5,Cash
O01778,C0545,P014,2023-12-07,4,Online
O01779,C1159,P049,2023-11-07,5,Online
O01780,C0784,P006,2024-03-21,5,Card
O01781,C0202,P074,2023-10-30,1,Card
O01782,C0489,P047,2024-05-09,5,Online
O01783,C0864,P051,2023-12-30,1,Cash
O01784,C0902,P059,2023-11-28,5,Online
O01785,C0817,P056,2023-01-20,1,Card
O01786,C0371,P004,2023-10-18,3,Card
O01787,C0845,P004,2023-05-30,4,Cash
O01788,C0705,P046,2023-07-03,2,Cash
O01789,C0098,P042,2023-08-17,4,Online
O01790,C0539,P021,2023-11-22,2,Online
O01791,C1121,P042,2024-01-30,4,Cash
O01792,C0353,P064,2024-02-04,1,Cash
O01793,C1103,P030,2023-06-30,3,Cash
